Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Start_Year,End_Year
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5900.0,2009,10
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400.0,2009,10
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6500.0,2009,10
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2000.0,2009,10
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900.0,2009,10
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5200.0,2009,10
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1600.0,2009,10
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,13227.0,2009,10
2009/10,All codes,All admissions,All admissions,Number of admissions,Female,5212710.0,2009,10
2009/10,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,668129.0,2009,10
2009/10,C00-D48,All cancers,All cancers,Number of admissions,Female,725845.0,2009,10
2009/10,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,223877.0,2009,10
2009/10,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,375614.0,2009,10
2009/10,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,630264.0,2009,10
2009/10,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,36344.0,2009,10
2009/10,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5362.0,2009,10
2009/10,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8686.0,2009,10
2009/10,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,733.0,2009,10
2009/10,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6950.0,2009,10
2009/10,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19610.0,2009,10
2009/10,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4780.0,2009,10
2009/10,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6041.0,2009,10
2009/10,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10990.0,2009,10
2009/10,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,5743.0,2009,10
2009/10,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14602.0,2009,10
2009/10,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2748.0,2009,10
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,52094.0,2009,10
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,58270.0,2009,10
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,113931.0,2009,10
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,94295.0,2009,10
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16657.0,2009,10
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,51327.0,2009,10
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2623.0,2009,10
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2747.0,2009,10
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11489.0,2009,10
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,15072.0,2009,10
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2934.0,2009,10
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,62559.0,2009,10
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47401.0,2009,10
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,14141.0,2009,10
2009/10,All codes,All admissions,All admissions,Attributable number,Female,170600.0,2009,10
2009/10,C00-D48,All cancers,All cancers,Attributable number,Female,49800.0,2009,10
2009/10,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,55200.0,2009,10
2009/10,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43800.0,2009,10
2009/10,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9100.0,2009,10
2009/10,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,27200.0,2009,10
2009/10,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800.0,2009,10
2009/10,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5400.0,2009,10
2009/10,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600.0,2009,10
2009/10,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900.0,2009,10
2009/10,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6100.0,2009,10
2009/10,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400.0,2009,10
2009/10,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,800.0,2009,10
2009/10,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2900.0,2009,10
2009/10,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1300.0,2009,10
2009/10,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500.0,2009,10
2009/10,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2300.0,2009,10
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40900.0,2009,10
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,12000.0,2009,10
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12500.0,2009,10
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,18900.0,2009,10
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3200.0,2009,10
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7300.0,2009,10
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500.0,2009,10
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400.0,2009,10
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500.0,2009,10
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2500.0,2009,10
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1200.0,2009,10
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6700.0,2009,10
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5300.0,2009,10
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,700.0,2009,10
2008/09,All codes,All admissions,All admissions,Number of admissions,Unknown,9440259.0,2008,9
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Unknown,1492240.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Number of admissions,Unknown,2757012.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Unknown,929074.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Unknown,1742166.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Unknown,2352558.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Unknown,81990.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Unknown,17415.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Unknown,32811.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Unknown,4666.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Unknown,7118.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Unknown,85173.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Unknown,12943.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Unknown,21844.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Unknown,22308.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Unknown,11588.0,2008,9
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Unknown,34374.0,2008,9
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Unknown,6279.0,2008,9
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Unknown,111243.0,2008,9
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Unknown,114556.0,2008,9
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,242744.0,2008,9
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,296646.0,2008,9
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,41016.0,2008,9
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,95185.0,2008,9
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,12079.0,2008,9
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Unknown,7966.0,2008,9
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Unknown,23495.0,2008,9
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Unknown,23217.0,2008,9
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Unknown,4291.0,2008,9
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Unknown,106638.0,2008,9
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Unknown,62051.0,2008,9
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Unknown,12604.0,2008,9
2008/09,All codes,All admissions,All admissions,Attributable number,Unknown,462900.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Attributable number,Unknown,166100.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Unknown,119400.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Unknown,140800.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Unknown,17600.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Unknown,67400.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Unknown,11700.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Unknown,22400.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Unknown,3800.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Unknown,900.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Unknown,35900.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Unknown,3400.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Unknown,4900.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Unknown,5600.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Unknown,4200.0,2008,9
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Unknown,6100.0,2008,9
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,5400.0,2008,9
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,88000.0,2008,9
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Unknown,26000.0,2008,9
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,36800.0,2008,9
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,71900.0,2008,9
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,7400.0,2008,9
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,15300.0,2008,9
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,7500.0,2008,9
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,1800.0,2008,9
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,11800.0,2008,9
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,3900.0,2008,9
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,1800.0,2008,9
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Unknown,11800.0,2008,9
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Unknown,6600.0,2008,9
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Unknown,600.0,2008,9
2008/09,All codes,All admissions,All admissions,Number of admissions,Male,4388181.0,2008,9
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,824868.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Number of admissions,Male,1343656.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,466220.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,997450.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,1158562.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46945.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,12464.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23775.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3910.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,13227.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,65495.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,8424.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,15643.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11237.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4996.0,2008,9
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,19862.0,2008,9
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3383.0,2008,9
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55529.0,2008,9
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,58747.0,2008,9
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,131438.0,2008,9
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,196424.0,2008,9
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24213.0,2008,9
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46598.0,2008,9
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9266.0,2008,9
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5024.0,2008,9
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11875.0,2008,9
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,9696.0,2008,9
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1709.0,2008,9
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42615.0,2008,9
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,15599.0,2008,9
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,13227.0,2008,9
2008/09,All codes,All admissions,All admissions,Attributable number,Male,292300.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Attributable number,Male,117300.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,62400.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,97100.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8800.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,41200.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,9200.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16800.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,13227.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,29900.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3000.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4100.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2600.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2700.0,2008,9
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4600.0,2008,9
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,3000.0,2008,9
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,44400.0,2008,9
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,15000.0,2008,9
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,24700.0,2008,9
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,52200.0,2008,9
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4200.0,2008,9
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8600.0,2008,9
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5900.0,2008,9
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400.0,2008,9
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6300.0,2008,9
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1700.0,2008,9
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,800.0,2008,9
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5200.0,2008,9
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1500.0,2008,9
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,13227.0,2008,9
2008/09,All codes,All admissions,All admissions,Number of admissions,Female,5052078.0,2008,9
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,667372.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Number of admissions,Female,1413356.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,462854.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,744716.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,1193996.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,35045.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4951.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9036.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,756.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7117.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19678.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4519.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6201.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,11071.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6592.0,2008,9
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14512.0,2008,9
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2896.0,2008,9
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,55714.0,2008,9
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,55809.0,2008,9
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,111306.0,2008,9
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,100222.0,2008,9
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16803.0,2008,9
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48587.0,2008,9
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2813.0,2008,9
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942.0,2008,9
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620.0,2008,9
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,13521.0,2008,9
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2582.0,2008,9
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64023.0,2008,9
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46452.0,2008,9
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12604.0,2008,9
2008/09,All codes,All admissions,All admissions,Attributable number,Female,170600.0,2008,9
2008/09,C00-D48,All cancers,All cancers,Attributable number,Female,48800.0,2008,9
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,57000.0,2008,9
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43700.0,2008,9
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,8800.0,2008,9
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,26200.0,2008,9
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2500.0,2008,9
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5600.0,2008,9
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600.0,2008,9
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900.0,2008,9
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6000.0,2008,9
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400.0,2008,9
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,800.0,2008,9
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2900.0,2008,9
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1500.0,2008,9
